Id,Name,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,LastUpdatedAt,Source,IAEAId
399,Kozloduy-6,43.744,23.776,Bulgaria,BG,Operational,PWR,VVER V-320,1982-04-01,1993-12-30,,1003.0,2020-04-18T04:46:52+03:00,WNA/IAEA,21.0
686,Three Mile Island-2,40.154,-76.727,United States,US,Shutdown,PWR,PWR,1969-11-01,1978-12-30,1979-03-28,906.0,2022-04-21T20:26:19+03:00,WNA/IAEA,657.0
219,Flamanville-2,49.537,-1.881,France,FR,Operational,PWR,P4 REP 1300,1980-05-01,1987-03-09,,1330.0,2015-05-24T04:51:00+03:00,WNA/IAEA,203.0
5,Akhvaz-2,,,Iran,IR,Planned,,,,,,,,WNA,
644,Smolensk-2,54.169,33.245,Russia,RU,Operational,LWGR,RBMK-1000,1976-06-01,1985-07-02,,925.0,2015-05-24T04:51:34+03:00,WNA/IAEA,487.0
729,Visaginas-1,55.6057,26.575842,Lithuania,LT,Planned,,,,,,,,WNA,
614,Shaoguan-4,,,China,CN,Planned,PWR,,,,,,,WNA,
548,Pickering-8,43.812,-79.07,Canada,CA,Operational,PHWR,CANDU 500B,1976-09-01,1986-02-28,,516.0,2015-05-24T04:50:23+03:00,WNA/IAEA,36.0
100,Bushehr-2,28.8287,50.8895,Iran,IR,Under Construction,PWR,V-528 VVER-1000 AES-92 GIII+,2019-09-27,,,974.0,2020-04-18T04:46:52+03:00,WNA/IAEA,311.0
575,Rancho Seco-1,38.345,-121.12,United States,US,Shutdown,PWR,PWR,1969-04-01,1975-04-17,1989-06-07,918.0,2022-04-21T20:26:19+03:00,WNA/IAEA,651.0
408,Kumharia-1,,,India,IN,Planned,PHWR,,,,,,,WNA,
504,Oldbury-A2,51.649,-2.567,United Kingdom,GB,Shutdown,GCR,MAGNOX,1962-05-01,1968-09-30,2011-06-30,300.0,2015-05-24T04:51:12+03:00,WNA/IAEA,238.0
48,Beloyarsk-3,56.842,61.321,Russia,RU,Operational,FBR,BN-600,1969-01-01,1981-11-01,,560.0,2015-05-24T04:51:34+03:00,WNA/IAEA,484.0
33,Barakah-3 (Braka),23.952748,52.203298,United Arab Emirates,AE,Operational,PWR,APR-1400,2014-09-24,2023-02-24,,1310.0,2023-08-28T08:01:45+03:00,WNA/IAEA,1052.0
202,EL-4 (Monts D'Arree),48.35,-3.866667,France,FR,Shutdown,HWGCR,Monts-D'Arree,1962-07-01,1968-06-01,1985-07-31,70.0,2015-05-24T05:20:27+03:00,IAEA,217.0
136,Chernobyl-2,51.389,30.103,Ukraine,UA,Shutdown,LWGR,RBMK,1973-02-01,1979-05-28,1991-10-11,925.0,2015-05-24T04:51:39+03:00,WNA/IAEA,569.0
28,Balakovo-3,52.092,47.952,Russia,RU,Operational,PWR,VVER V-320,1982-11-01,1989-04-08,,950.0,2015-05-24T04:51:36+03:00,WNA/IAEA,526.0
713,Tsuruga-1,35.672,136.079,Japan,JP,Shutdown,BWR,BWR-2,1966-11-24,1970-03-14,2015-04-27,341.0,2015-05-24T04:51:28+03:00,WNA/IAEA,355.0
232,Fukushima Daiichi-6,37.423,141.032,Japan,JP,Shutdown,BWR,BWR-5,1973-10-26,1979-10-24,2013-12-17,1067.0,2019-06-30T12:52:14+03:00,WNA/IAEA,342.0
491,Novovoronezh-3,51.275,39.206,Russia,RU,Shutdown,PWR,VVER V-179,1967-07-01,1972-06-29,2016-12-25,385.0,2017-02-10T23:57:16+02:00,WNA/IAEA,519.0
380,Khmelnitski-2,50.301,26.649,Ukraine,UA,Operational,PWR,VVER V-320,1985-02-01,2005-12-15,,950.0,2015-05-24T04:51:40+03:00,WNA/IAEA,574.0
290,Hanbit-3,35.405,126.41,South Korea,KR,Operational,PWR,OPR-1000,1989-12-23,1995-03-31,,950.0,2022-04-21T20:26:19+03:00,IAEA,396.0
420,Laguna Verde-2,19.719,-96.405,Mexico,MX,Operational,BWR,BWR-5,1977-06-01,1995-04-10,,780.0,2016-03-09T18:43:28+02:00,WNA/IAEA,421.0
677,Taohuajiang-3,,,China,CN,Planned,PWR,,,,,,,WNA,
393,Kori-4,35.321,129.295,South Korea,KR,Operational,PWR,WH F,1980-04-01,1986-04-29,,1012.0,2021-04-20T02:47:37+03:00,WNA/IAEA,410.0
594,San Onofre-2,33.368,-117.556,United States,US,Shutdown,PWR,CE (2-loop) DRYAMB,1974-03-01,1983-08-08,2013-06-07,1070.0,2015-05-24T04:54:11+03:00,WNA/IAEA,683.0
500,Ohi-3,35.544,135.652,Japan,JP,Operational,PWR,M (4-loop),1987-10-03,1991-12-18,,1127.0,2015-05-24T04:51:30+03:00,WNA/IAEA,378.0
140,Chin Shan-2,25.292,121.567,Taiwan,TW,Shutdown,BWR,BWR-4 (Mark 1),1973-12-07,1979-07-15,2019-07-16,604.0,2019-11-22,WNA/IAEA,555.0
63,Blayais-2,45.256,-0.691,France,FR,Operational,PWR,CP1,1977-01-01,1983-02-01,,910.0,2015-05-24T04:50:54+03:00,WNA/IAEA,188.0
473,Nine Mile Point-1,43.522,-76.412,United States,US,Operational,BWR,BWR-2 (Mark 1),1965-04-12,1969-12-01,,620.0,2015-05-24T04:51:41+03:00,WNA/IAEA,607.0
650,South Ukraine-2,47.811,31.22,Ukraine,UA,Operational,PWR,VVER V-338,1981-07-01,1985-04-06,,950.0,2015-05-24T04:51:40+03:00,WNA/IAEA,578.0
130,Chapelcross-4,55.014,-3.223,United Kingdom,GB,Shutdown,GCR,MAGNOX,1955-10-01,1960-03-01,2004-06-29,35.0,2015-05-24T04:51:18+03:00,WNA/IAEA,255.0
798,SNR-300 (Kalkar),51.763056,6.326944,Germany,DE,Never Commissioned,FBR,SNR-300,1973-04-23,,,295.0,2021-02-14T02:59:00+02:00,IAEA/Wikipedia,
522,Palo Verde-2,33.387,-112.863,United States,US,Operational,PWR,CE80 2LP (DRYAMB),1976-06-01,1986-09-19,,1304.0,2017-02-10T23:59:22+02:00,WNA/IAEA,790.0
65,Blayais-4,45.256,-0.691,France,FR,Operational,PWR,CP1,1978-04-01,1983-10-01,,910.0,2015-05-24T04:50:54+03:00,WNA/IAEA,190.0
15,Angra-3,-23.01,-44.47,Brazil,BR,Under Construction,PWR,PRE KONVOI,2010-05-30,,,1340.0,2023-08-28T08:01:45+03:00,WNA/IAEA,26.0
158,Cooper,40.361,-95.643,United States,US,Operational,BWR,BWR-4 (Mark 1),1968-06-01,1974-07-01,,778.0,2015-05-24T04:51:43+03:00,WNA/IAEA,642.0
41,Belarusian-2,54.766667,26.116667,Belarus,BY,Operational,PWR,VVER V-491,2014-04-27,,,1110.0,2023-08-28T08:01:45+03:00,IAEA,1061.0
494,Obrigheim,49.365,9.077,Germany,DE,Shutdown,PWR,,1965-03-15,1969-03-31,2005-05-11,283.0,2015-05-24T04:50:46+03:00,WNA/IAEA,121.0
381,Khmelnitski-3,50.303056,26.642778,Ukraine,UA,Under Construction,PWR,VVER,1986-03-01,,,1035.0,2017-09-25T03:20:02+03:00,IAEA,581.0
189,Dresden-1,41.353,-88.349,United States,US,Shutdown,BWR,,1956-05-01,1960-07-04,1978-10-31,192.0,2015-05-24T04:51:40+03:00,WNA/IAEA,597.0
218,Flamanville-1,49.537,-1.881,France,FR,Operational,PWR,P4 REP 1300,1979-12-01,1986-12-01,,1330.0,2015-05-24T04:51:00+03:00,WNA/IAEA,202.0
53,Beznau-1,47.552,8.229,Switzerland,CH,Operational,PWR,WH 2LP,1965-09-01,1969-12-09,,350.0,2022-04-21T20:26:19+03:00,WNA/IAEA,55.0
339,Indian Point-2,41.27,-73.95,United States,US,Shutdown,PWR,WH 4LP (DRYAMB),1966-10-14,1974-08-01,2020-04-30,873.0,2020-06-06T02:15:57+03:00,WNA/IAEA,611.0
297,Hanul-4,37.09,129.384444,South Korea,KR,Operational,PWR,OPR-1000,1993-11-01,1999-12-31,,950.0,2022-04-21T20:26:19+03:00,IAEA,399.0
704,Trawsfynydd-1,52.923,-3.947,United Kingdom,GB,Shutdown,GCR,MAGNOX,1959-07-01,1965-03-24,1991-02-06,250.0,2015-05-24T04:51:20+03:00,WNA/IAEA,273.0
253,Dodewaard,51.899,5.687,Netherlands,NL,Shutdown,BWR,GE design,1965-05-01,1969-03-26,1997-03-26,54.0,2021-06-07,WNA/IAEA,422.0
463,Mochovce-4,48.261,18.455,Slovakia,SK,Under Construction,PWR,VVER V-213,1987-01-27,,,440.0,2015-05-24T04:51:38+03:00,WNA/IAEA,545.0
457,Millstone-1,41.312,-72.166,United States,US,Shutdown,BWR,,1966-05-01,1971-03-01,1998-07-01,660.0,2015-05-24T04:51:41+03:00,WNA/IAEA,610.0
817,El Dabaa-2,31.044167,28.497778,Egypt,EG,Under Construction,PWR,VVER-1200,2022-11-19,,,1100.0,2023-08-28T08:01:45+03:00,IAEA/Wikipedia,138.0
271,Grosswelzheim,50.055,8.985,Germany,DE,Decommissioning Completed,BWR,Superheated steam reactor,1965-01-01,,1971-07-20,23.0,2022-12-30T02:21:21+02:00,WNA/IAEA,134.0
203,Elk River,45.297,-93.557,United States,US,Shutdown,BWR,,1959-01-01,1964-07-01,1968-02-01,22.0,2015-05-24T04:51:40+03:00,WNA/IAEA,596.0
163,Crystal River-3,28.966,-82.697,United States,US,Shutdown,PWR,B&W LLP (DRYAMB),1968-09-25,1977-03-13,2013-02-05,825.0,2017-02-10T23:58:22+02:00,WNA/IAEA,645.0
557,Qinshan-1,30.44,120.95,China,CN,Operational,PWR,CNP-300,1985-03-20,1994-04-01,,289.0,2023-08-28T08:01:45+03:00,WNA/IAEA,62.0
403,Kudankulam-2,8.167,77.713,India,IN,Operational,PWR,VVER V-412,2002-07-04,2017-03-31,,917.0,2017-09-25T03:20:10+03:00,WNA/IAEA,853.0
705,Trawsfynydd-2,52.922,-3.947,United Kingdom,GB,Shutdown,GCR,MAGNOX,1959-07-01,1965-03-24,1991-02-04,250.0,2015-05-24T04:51:20+03:00,WNA/IAEA,274.0
478,Ningde-4,27.046,120.287,China,CN,Operational,PWR,CPR-1000,2010-09-29,2016-07-21,,1018.0,2016-10-03T22:05:23+03:00,WNA/IAEA,924.0
107,Calder Hall-3,54.42,-3.491,United Kingdom,GB,Shutdown,GCR,MAGNOX,1955-08-01,1958-05-01,2003-03-31,35.0,2015-05-24T04:51:10+03:00,WNA/IAEA,233.0
567,Rajasthan-1,24.876,75.608,India,IN,Suspended Operation,PHWR,Horizontal Pressure Tube type,1965-08-01,1973-12-16,,207.0,2022-09-24T22:33:57+03:00,WNA/IAEA,302.0
391,Kori-2,35.321,129.295,South Korea,KR,Operational,PWR,WH F,1977-12-23,1983-07-25,,618.0,2022-04-21T20:26:19+03:00,WNA/IAEA,405.0
2,Akademik Lomonosov-1,69.709579,170.30625,Russia,RU,Operational,PWR,KLT-40S 'Floating',2007-04-15,2020-05-22,,30.0,2021-05-31,WNA/IAEA/Google Maps,895.0
760,Yangjiang-5,21.8575,111.9825,China,CN,Operational,PWR,ACPR-1000,2013-09-18,2018-07-12,,1021.0,2019-06-02T20:19:31+03:00,IAEA,933.0
563,Qinshan-3-2 (Qinshan 7),30.44,120.95,China,CN,Operational,PHWR,CANDU 6,1998-09-25,2003-07-24,,677.0,2015-05-24T04:51:50+03:00,WNA/IAEA,840.0
82,Browns Ferry-3,34.704,-87.119,United States,US,Operational,BWR,BWR-4 (Mark 1),1968-07-01,1977-03-01,,1065.0,2015-05-24T04:51:43+03:00,WNA/IAEA,641.0
207,Enrico Fermi-1,41.96,-83.257,United States,US,Shutdown,FBR,Liquid Metal FBR,1956-08-08,1966-08-07,1972-11-29,60.0,2017-02-10T23:57:45+02:00,WNA/IAEA,602.0
35,Chutka-2,,,India,IN,Planned,PHWR,,,,,,2021-06-07,WNA,
510,Onagawa-2,38.4,141.504,Japan,JP,Suspended Operation,BWR,BWR-5,1991-04-12,1995-07-28,,796.0,2023-08-28T08:01:45+03:00,WNA/IAEA,382.0
429,Leningrad-1,59.837,29.039,Russia,RU,Shutdown,LWGR,RBMK-1000,1970-03-01,1974-11-01,2018-12-22,925.0,2019-06-02T20:19:08+03:00,WNA/IAEA,474.0
456,Mihama-3,35.701,135.962,Japan,JP,Operational,PWR,M (3-loop),1972-08-07,1976-12-01,,780.0,2015-05-24T04:51:27+03:00,WNA/IAEA,338.0
368,Kaminoseki-2,,,Japan,JP,Planned,ABWR,,,,,,,WNA,
93,Brunswick-2,33.958,-78.007,United States,US,Operational,BWR,BWR-4 (Mark 1),1970-02-07,1975-11-03,,821.0,2015-05-24T04:51:46+03:00,WNA/IAEA,661.0
341,Isar-1,48.607,12.296,Germany,DE,Shutdown,BWR,BWR-69,1972-05-01,1979-03-21,2011-08-06,870.0,2015-05-24T04:50:42+03:00,WNA/IAEA,89.0
566,R. E. Ginna,43.279,-77.311,United States,US,Operational,PWR,WH 2LP (DRYAMB),1966-04-25,1970-07-01,,470.0,2017-02-10T23:57:51+02:00,WNA/IAEA,609.0
347,JPDR,36.4625,140.61,Japan,JP,Shutdown,BWR,BWR-1,1960-12-01,1965-03-15,1976-03-18,10.0,2015-05-24T04:51:26+03:00,IAEA,333.0
243,G-2 (Marcoule),44.142,4.713,France,FR,Shutdown,GCR,,1955-03-01,1959-04-22,1980-02-02,36.0,2015-05-24T04:50:51+03:00,WNA/IAEA,172.0
14,Angra-2,-23.008,-44.457,Brazil,BR,Operational,PWR,PRE KONVOI,1976-01-01,2001-02-01,,1245.0,2015-05-24T04:50:19+03:00,WNA/IAEA,25.0
317,Hinkley Point-C2,51.2087,-3.1305,United Kingdom,GB,Under Construction,PWR,EPR-1750,2019-12-12,,,1630.0,2020-04-18T04:46:52+03:00,WNA/IAEA,1073.0
602,Santa Maria de Garona,42.775,-3.205,Spain,ES,Shutdown,BWR,BWR-3,1966-09-01,1971-05-11,2017-08-02,440.0,2017-09-25T03:19:35+03:00,WNA/IAEA,149.0
389,Kola-4,67.467,32.491,Russia,RU,Operational,PWR,VVER V-213,1976-08-01,1984-12-06,,411.0,2015-05-24T04:51:34+03:00,WNA/IAEA,492.0
275,H. B. Robinson-2,34.402,-80.158,United States,US,Operational,PWR,WH 3LP (DRYAMB),1967-04-13,1971-03-07,,700.0,2017-02-10T23:58:01+02:00,WNA/IAEA,619.0
168,Darkhovin,30.707778,48.38,Iran,IR,Unknown,PWR,,,,,,,Wikipedia,
813,Jiaodong Shipyard FNPP,,,China,CN,Planned,PWR,ACP100S,,,,,2021-05-29,WNA,
649,South Ukraine-1,47.811,31.22,Ukraine,UA,Operational,PWR,VVER V-302,1976-08-01,1983-12-02,,950.0,2015-05-24T04:51:40+03:00,WNA/IAEA,577.0
486,North Anna-2,38.061,-77.792,United States,US,Operational,PWR,WH 3LP (DRYSUB),1971-02-19,1980-12-14,,907.0,2017-02-10T23:58:50+02:00,WNA/IAEA,673.0
802,Changjiang-3,19.46075,108.899917,China,CN,Under Construction,PWR,HPR1000,2021-03-31,,,1000.0,2021-06-29T00:12:17+03:00,IAEA/Wikipedia,941.0
506,Olkiluoto-2,61.235,21.444,Finland,FI,Operational,BWR,"AA-III, BWR-2500",1975-11-01,1982-07-10,,660.0,2018-03-10T14:51:33+02:00,WNA/IAEA,160.0
245,Garigliano,41.258,13.835,Italy,IT,Shutdown,BWR,BWR-1,1959-11-01,1964-06-01,1982-03-01,150.0,2015-05-24T04:51:26+03:00,WNA/IAEA,325.0
568,Rajasthan-2,24.876,75.608,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1968-04-01,1981-04-01,,207.0,2015-05-24T04:54:06+03:00,WNA/IAEA,303.0
564,Quad Cities-1,41.727,-90.308,United States,US,Operational,BWR,BWR-3 (Mark 1),1967-02-15,1973-02-18,,789.0,2015-05-24T04:51:41+03:00,WNA/IAEA,615.0
689,Tianwan-2,34.69,119.456,China,CN,Operational,PWR,VVER V-428,2000-09-20,2007-08-16,,990.0,2015-05-24T04:51:50+03:00,WNA/IAEA,839.0
191,Dresden-3,41.353,-88.349,United States,US,Operational,BWR,BWR-3 (Mark 1),1966-10-14,1971-11-16,,794.0,2015-05-24T04:51:41+03:00,WNA/IAEA,612.0
702,Torness-1,55.966,-2.399,United Kingdom,GB,Operational,GCR,AGR,1980-08-01,1988-05-25,,645.0,2015-05-24T04:51:18+03:00,WNA/IAEA,261.0
477,Ningde-3,27.046,120.287,China,CN,Operational,PWR,CPR-1000,2010-01-08,2015-06-10,,1018.0,2015-08-23T03:28:29+03:00,WNA/IAEA,923.0
684,Temelin-2,49.181,14.377,Czechia,CZ,Operational,PWR,VVER V-320,1987-02-01,2003-04-18,,1029.0,2021-02-14T03:47:53+02:00,WNA/IAEA,75.0
512,Oskarshamn-1,57.415,16.666,Sweden,SE,Shutdown,BWR,AA-I,1966-08-01,1972-02-06,2017-06-19,440.0,2018-03-10T14:51:55+02:00,WNA/IAEA,534.0
59,Bilibino-2,68.059,166.492,Russia,RU,Operational,LWGR,EGP-6,1970-01-01,1975-02-01,,11.0,2015-05-24T04:51:32+03:00,WNA/IAEA,468.0
476,Ningde-2,27.046,120.287,China,CN,Operational,PWR,CPR-1000,2008-11-12,2014-05-04,,1018.0,2015-05-24T04:51:56+03:00,WNA/IAEA,922.0
562,Qinshan-3-1 (Qinshan 6),30.44,120.95,China,CN,Operational,PHWR,CANDU 6,1998-06-08,2002-12-31,,677.0,2015-05-24T04:50:40+03:00,WNA/IAEA,69.0
757,Yangjiang-2,21.706,112.256,China,CN,Operational,PWR,CPR-1000,2009-06-04,2015-06-05,,1000.0,2015-08-23T03:28:27+03:00,WNA/IAEA,882.0
254,Goesgen,47.366,7.969,Switzerland,CH,Operational,PWR,PWR 3 Loop,1973-12-01,1979-11-01,,920.0,2022-04-21T20:26:19+03:00,WNA/IAEA,58.0
22,Asco-1,41.202,0.571,Spain,ES,Operational,PWR,WH 3LP,1974-05-16,1984-12-10,,888.0,2023-08-28T08:01:45+03:00,WNA/IAEA,155.0
315,Hinkley Point-B2,51.209,-3.131,United Kingdom,GB,Shutdown,GCR,AGR,1967-09-01,1976-09-27,2022-07-06,625.0,2022-09-24T22:33:57+03:00,WNA/IAEA,245.0
461,Mochovce-2,48.261,18.455,Slovakia,SK,Operational,PWR,VVER V-213,1983-10-13,2000-04-11,,408.0,2021-10-01T00:14:53+03:00,WNA/IAEA,551.0
162,Cruas-4,44.634,4.757,France,FR,Operational,PWR,CP2,1979-10-01,1985-02-11,,880.0,2015-05-24T04:51:00+03:00,WNA/IAEA,201.0
278,Haiyang-2,36.704,121.382,China,CN,Operational,PWR,AP-1000,2010-06-20,2019-01-09,,1126.0,2019-06-02T20:18:37+03:00,WNA/IAEA,909.0
193,Dukovany-1,49.089,16.149,Czechia,CZ,Operational,PWR,VVER V-213,1979-01-01,1985-05-03,,420.0,2023-08-28T08:01:45+03:00,WNA/IAEA,78.0
387,Kola-2,67.467,32.491,Russia,RU,Operational,PWR,VVER V-230,1970-05-01,1975-02-21,,411.0,2015-05-24T04:51:32+03:00,WNA/IAEA,460.0
415,Kursk-2,51.674,35.607,Russia,RU,Operational,LWGR,RBMK-1000,1973-01-01,1979-08-17,,925.0,2015-05-24T04:51:34+03:00,WNA/IAEA,485.0
493,Novovoronezh-5,52.381,39.211,Russia,RU,Operational,PWR,VVER V-187,1974-03-01,1981-02-20,,950.0,2015-05-24T04:51:34+03:00,WNA/IAEA,483.0
345,Java-1 (Muria),,,Indonesia,ID,Planned,,,,,,,,WNA,
786,Rooppur-1,24.066667,89.047222,Bangladesh,BD,Under Construction,PWR,VVER V-523,2017-11-30,,,1080.0,2018-03-10T20:52:25+02:00,IAEA,1078.0
310,Higashi Dori-2 (Tohoku),41.1856,141.39,Japan,JP,Planned,ABWR,,,,,,,WNA,
664,Super-Phenix,45.76,5.474,France,FR,Shutdown,FBR,Na-1200,1976-12-13,1986-12-01,1998-12-31,1200.0,2015-05-24T04:50:53+03:00,WNA/IAEA,178.0
132,CHASNUPP-2,32.392,71.463,Pakistan,PK,Operational,PWR,CNP-300,2005-12-28,2011-05-18,,300.0,2021-06-07,WNA/IAEA,429.0
666,Surry-2,37.166,-76.7,United States,US,Operational,PWR,WH 3LP (DRYSUB),1968-06-25,1973-05-01,,788.0,2017-02-10T23:58:11+02:00,WNA/IAEA,632.0
101,Bushehr-3,28.8305,50.8872,Iran,IR,Planned,,,,,,,,WNA,
374,Kashiwazaki Kariwa-4,37.434,138.598,Japan,JP,Suspended Operation,BWR,BWR-5,1990-03-05,1994-08-11,,1067.0,2022-09-24T22:33:57+03:00,WNA/IAEA,381.0
89,Bruce-7,44.341,-81.572,Canada,CA,Operational,PHWR,CANDU 750B,1979-05-01,1986-04-10,,822.0,2015-05-24T04:50:24+03:00,WNA/IAEA,41.0
460,Mochovce-1,48.261,18.455,Slovakia,SK,Operational,PWR,VVER V-213,1983-10-13,1998-10-29,,408.0,2021-10-01T00:14:53+03:00,WNA/IAEA,550.0
332,Ignalina-1,55.604,26.562,Lithuania,LT,Shutdown,LWGR,RBMK-1500,1977-05-01,1985-05-01,2004-12-31,1500.0,2022-04-21T20:26:19+03:00,WNA/IAEA,415.0
216,Fessenheim-2,47.903,7.564,France,FR,Shutdown,PWR,CP0,1972-02-01,1978-04-01,2020-06-30,880.0,2020-08-31T01:39:56+03:00,WNA/IAEA,164.0
468,Narora-1,28.156,78.409,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1976-12-01,1991-01-01,,202.0,2015-05-24T04:54:06+03:00,WNA/IAEA,306.0
123,Cernavoda-2,44.322,28.061,Romania,RO,Operational,PHWR,CANDU 6,1983-07-01,2007-11-01,,650.0,2019-06-02T20:18:16+03:00,WNA/IAEA,443.0
616,Shidao Bay-1,36.979167,122.530556,China,CN,Operational,HTGR,HTR-PM,2012-12-09,,,200.0,2022-01-05T00:04:08+02:00,IAEA/wikipedia,957.0
21,Armenian-3,40.1808,44.1472,Armenia,AM,Planned,PWR,,,,,,2021-06-07,WNA,
703,Torness-2,55.966,-2.399,United Kingdom,GB,Operational,GCR,AGR,1980-08-01,1989-02-03,,645.0,2015-05-24T04:51:18+03:00,WNA/IAEA,262.0
72,Borssele,51.431,3.719,Netherlands,NL,Operational,PWR,KWU 2LP,1969-07-01,1973-10-26,,495.0,2017-02-10T23:57:03+02:00,WNA/IAEA,423.0
108,Calder Hall-4,54.42,-3.491,United Kingdom,GB,Shutdown,GCR,MAGNOX,1955-08-01,1959-04-01,2003-03-31,35.0,2015-05-24T04:51:10+03:00,WNA/IAEA,234.0
272,Gundremmingen-A,48.513,10.401,Germany,DE,Shutdown,BWR,,1962-12-12,1967-04-12,1977-01-13,237.0,2015-05-24T04:50:46+03:00,WNA/IAEA,104.0
437,Lingao-1,22.606,114.55,China,CN,Operational,PWR,M310,1997-05-15,2002-05-28,,950.0,2015-05-24T04:50:40+03:00,WNA/IAEA,67.0
104,Byron-2,42.074,-89.277,United States,US,Operational,PWR,WH 4LP (DRYAMB),1975-04-01,1987-08-02,,1120.0,2017-02-10T23:59:18+02:00,WNA/IAEA,736.0
